Term Users,,Term Users Active in IIQ,,,Term users Active in OIG,,,Term users Active in OIG,,,Term users Active in OIG,,,Term users Active in lenel
list,,(WD Aggregation),,,(Before Single Refresh),,,(After Single Refresh & Run Leaver),,,(Clear stuck event &After Run Leaver),,,(After Run Leaver because of Special character in name)
A0985021,,A099754,,,A099754,,,A3013018,,,0,,,0
A099754,,A1013237,,,A1010030,,,A3038350,,,,,,
A1010030,,A1266515,,,A1013237,,,A3054918,,,,,,
A1013237,,A1335093,,,A1015240,,,A3093298,,,,,,
A1015240,,A1346267,,,A1266515,,,,,,,,,
A1091983,,A1354145,,,A1335093,,,,,,,,,
A1159353,,A1362816,,,A1346267,,,,,,,,,
A1168609,,A1368930,,,A1354145,,,,,,,,,
A1204106,,A1424123,,,A1362816,,,,,,,,,
A1266515,,A1429336,,,A1368930,,,,,,,,,
A1298224,,A1453463,,,A1374989,,,,,,,,,
A1307510,,A1510612,,,A1401524,,,,,,,,,
A1335093,,A1510637,,,A1424123,,,,,,,,,
A1340335,,A1536441,,,A1429336,,,,,,,,,
A1346267,,A1574469,,,A1453463,,,,,,,,,
A1354145,,A1608559,,,A1510612,,,,,,,,,
A1360645,,A1635792,,,A1510637,,,,,,,,,
A1362816,,A1638958,,,A1523115,,,,,,,,,
A1368930,,A3006105,,,A1536441,,,,,,,,,
A1374989,,A3013018,,,A1574469,,,,,,,,,
A1401524,,A3025955,,,A1608559,,,,,,,,,
A1424123,,A3033632,,,A1611940,,,,,,,,,
A1429336,,A3036996,,,A1619750,,,,,,,,,
A1453463,,A3037880,,,A1620805,,,,,,,,,
A1457056,,A3038350,,,A1635792,,,,,,,,,
A1481468,,A3044798,,,A1638958,,,,,,,,,
A1483432,,A3046503,,,A3006105,,,,,,,,,
A1494762,,A3047123,,,A3013018,,,,,,,,,
A1510612,,A3047834,,,A3013391,,,,,,,,,
A1510637,,A3049094,,,A3015144,,,,,,,,,
A1523115,,A3051472,,,A3021829,,,,,,,,,
A1536161,,A3052689,,,A3025955,,,,,,,,,
A1536441,,A3055374,,,A3033632,,,,,,,,,
A1544565,,A3056965,,,A3034608,,,,,,,,,
A1546483,,A3058318,,,A3036996,,,,,,,,,
A1574469,,A3059185,,,A3037880,,,,,,,,,
A1575086,,A3064244,,,A3038350,,,,,,,,,
A1606706,,A3064866,,,A3041318,,,,,,,,,
A1608559,,A3065121,,,A3044453,,,,,,,,,
A1611940,,A3068629,,,A3044798,,,,,,,,,
A1614508,,A3068630,,,A3046503,,,,,,,,,
A1619750,,A3068633,,,A3047123,,,,,,,,,
A1620805,,A3071013,,,A3047834,,,,,,,,,
A1632119,,A3077161,,,A3049094,,,,,,,,,
A1634239,,A3077563,,,A3049374,,,,,,,,,
A1635792,,A3078282,,,A3051472,,,,,,,,,
A1638958,,A3079055,,,A3052575,,,,,,,,,
A1642488,,A3080476,,,A3052689,,,,,,,,,
A3006105,,A3081077,,,A3054918,,,,,,,,,
A3013018,,A3081265,,,A3055374,,,,,,,,,
A3013391,,A3083321,,,A3056965,,,,,,,,,
A3014281,,A3083362,,,A3058053,,,,,,,,,
A3015144,,A3083835,,,A3058318,,,,,,,,,
A3017157,,A3084241,,,A3059185,,,,,,,,,
A3019698,,A3084381,,,A3061398,,,,,,,,,
A3021829,,A3084560,,,A3064244,,,,,,,,,
A3025955,,A3085797,,,A3064866,,,,,,,,,
A3026372,,A3086814,,,A3065121,,,,,,,,,
A3030162,,A3087071,,,A3068629,,,,,,,,,
A3033595,,A3087082,,,A3068630,,,,,,,,,
A3033632,,A3087798,,,A3068633,,,,,,,,,
A3034608,,A3088310,,,A3070351,,,,,,,,,
A3035064,,A3088752,,,A3071013,,,,,,,,,
A3036996,,A3088992,,,A3077161,,,,,,,,,
A3037880,,A3089261,,,A3077563,,,,,,,,,
A3038115,,A3089295,,,A3078282,,,,,,,,,
A3038350,,A3090196,,,A3079055,,,,,,,,,
A3038658,,A3090758,,,A3080212,,,,,,,,,
A3039545,,A3090759,,,A3080476,,,,,,,,,
A3041318,,A3090769,,,A3081077,,,,,,,,,
A3042565,,A3090893,,,A3081265,,,,,,,,,
A3044453,,A3091681,,,A3083321,,,,,,,,,
A3044798,,A3092237,,,A3083362,,,,,,,,,
A3046503,,A3092402,,,A3083835,,,,,,,,,
A3047123,,A3093117,,,A3084241,,,,,,,,,
A3047787,,A3093649,,,A3084381,,,,,,,,,
A3047834,,A3094344,,,A3084560,,,,,,,,,
A3049094,,,,,A3085797,,,,,,,,,
A3049374,,,,,A3086814,,,,,,,,,
A3049748,,,,,A3087049,,,,,,,,,
A3051472,,,,,A3087071,,,,,,,,,
A3052575,,,,,A3087082,,,,,,,,,
A3052689,,,,,A3087177,,,,,,,,,
A3054918,,,,,A3087798,,,,,,,,,
A3055374,,,,,A3088310,,,,,,,,,
A3056965,,,,,A3088752,,,,,,,,,
A3058053,,,,,A3088992,,,,,,,,,
A3058318,,,,,A3089261,,,,,,,,,
A3059185,,,,,A3089295,,,,,,,,,
A3061398,,,,,A3089957,,,,,,,,,
A3063363,,,,,A3090196,,,,,,,,,
A3064244,,,,,A3090758,,,,,,,,,
A3064866,,,,,A3090759,,,,,,,,,
A3065121,,,,,A3090769,,,,,,,,,
