Term Users,,Term Users Active in IIQ,,,Term users Active in OIG,,,Term users Active in OIG,,,Term users Active in OIG,,,Term users Active in lenel
list,,(WD Aggregation),,,(Before Single Refresh),,,(After Single Refresh & Run Leaver),,,(Clear stuck event &After Run Leaver),,,(After Run Leaver because of Special character in name)
A1070803,,A3040630,,,A3085089,,,A1191902,,,0,,,0
A1172525,,,,,A3085369,,,A1610055,,,,,,
A1191902,,,,,A3085496,,,A3079774,,,,,,
A1291053,,,,,A3085700,,,A3080602,,,,,,
A1323053,,,,,A3085817,,,A3085089,,,,,,
A1334952,,,,,A3085839,,,,,,,,,
A1348333,,,,,A3086391,,,,,,,,,
A137096,,,,,A3086926,,,,,,,,,
A1371478,,,,,A3087124,,,,,,,,,
A1372921,,,,,A3087828,,,,,,,,,
A1408190,,,,,A3088221,,,,,,,,,
A1409720,,,,,A3092792,,,,,,,,,
A1435133,,,,,A3093227,,,,,,,,,
A1435169,,,,,A1191902,,,,,,,,,
A1457726,,,,,A1323053,,,,,,,,,
A1468638,,,,,A1334952,,,,,,,,,
A1473213,,,,,A137096,,,,,,,,,
A1482625,,,,,A1371478,,,,,,,,,
A1484889,,,,,A1372921,,,,,,,,,
A1489950,,,,,A1408190,,,,,,,,,
A1500084,,,,,A1457726,,,,,,,,,
A1525736,,,,,A1468638,,,,,,,,,
A1543105,,,,,A1473213,,,,,,,,,
A1544538,,,,,A1482625,,,,,,,,,
A1564337,,,,,A1489950,,,,,,,,,
A1564394,,,,,A1500084,,,,,,,,,
A1568313,,,,,A1544538,,,,,,,,,
A1568319,,,,,A1564394,,,,,,,,,
A1569454,,,,,A1568313,,,,,,,,,
A1573615,,,,,A1569454,,,,,,,,,
A1576505,,,,,A1576505,,,,,,,,,
A1596001,,,,,A1607264,,,,,,,,,
A1607264,,,,,A1610055,,,,,,,,,
A1610055,,,,,A1615540,,,,,,,,,
A1615540,,,,,A1616695,,,,,,,,,
A1616695,,,,,A1633416,,,,,,,,,
A1617217,,,,,A1642182,,,,,,,,,
A1633416,,,,,A3001344,,,,,,,,,
A1634437,,,,,A3010610,,,,,,,,,
A1635431,,,,,A3012719,,,,,,,,,
A1642182,,,,,A3019290,,,,,,,,,
A1645821,,,,,A3020987,,,,,,,,,
A3001344,,,,,A3025412,,,,,,,,,
A3003827,,,,,A3039381,,,,,,,,,
A3007240,,,,,A3040872,,,,,,,,,
A3010610,,,,,A3046512,,,,,,,,,
A3012719,,,,,A3051928,,,,,,,,,
A3019290,,,,,A3052613,,,,,,,,,
A3020987,,,,,A3054751,,,,,,,,,
A3023049,,,,,A3054979,,,,,,,,,
A3025412,,,,,A3056719,,,,,,,,,
A3029009,,,,,A3057088,,,,,,,,,
A3032960,,,,,A3061117,,,,,,,,,
A3035506,,,,,A3061333,,,,,,,,,
A3039381,,,,,A3063290,,,,,,,,,
A3039385,,,,,A3064809,,,,,,,,,
A3040630,,,,,A3065278,,,,,,,,,
A3040872,,,,,A3070675,,,,,,,,,
A3042683,,,,,A3071801,,,,,,,,,
A3043721,,,,,A3074570,,,,,,,,,
A3044092,,,,,A3076891,,,,,,,,,
A3046512,,,,,A3076911,,,,,,,,,
A3047529,,,,,A3077019,,,,,,,,,
A3049454,,,,,A3077392,,,,,,,,,
A3051928,,,,,A3077573,,,,,,,,,
A3052613,,,,,A3077593,,,,,,,,,
A3054751,,,,,A3079070,,,,,,,,,
A3054979,,,,,A3079340,,,,,,,,,
A3056173,,,,,A3079774,,,,,,,,,
A3056597,,,,,A3080493,,,,,,,,,
A3056719,,,,,A3080602,,,,,,,,,
A3057088,,,,,A3081634,,,,,,,,,
A3057380,,,,,A3081786,,,,,,,,,
A3057793,,,,,A3081887,,,,,,,,,
A3060752,,,,,A3083414,,,,,,,,,
A3061117,,,,,A3084042,,,,,,,,,
A3061333,,,,,A3084933,,,,,,,,,
A3061633,,,,,,,,,,,,,,
A3063290,,,,,,,,,,,,,,
A3064809,,,,,,,,,,,,,,
A3065278,,,,,,,,,,,,,,
A3070675,,,,,,,,,,,,,,
A3071801,,,,,,,,,,,,,,
A3072506,,,,,,,,,,,,,,
A3074570,,,,,,,,,,,,,,
A3076891,,,,,,,,,,,,,,
A3076911,,,,,,,,,,,,,,
A3077019,,,,,,,,,,,,,,
A3077158,,,,,,,,,,,,,,
A3077392,,,,,,,,,,,,,,
A3077573,,,,,,,,,,,,,,
A3077593,,,,,,,,,,,,,,
A3077615,,,,,,,,,,,,,,
A3077620,,,,,,,,,,,,,,
A3078098,,,,,,,,,,,,,,
A3079070,,,,,,,,,,,,,,
A3079340,,,,,,,,,,,,,,
A3079470,,,,,,,,,,,,,,
A3079770,,,,,,,,,,,,,,
A3079774,,,,,,,,,,,,,,
A3080493,,,,,,,,,,,,,,
A3080550,,,,,,,,,,,,,,
A3080602,,,,,,,,,,,,,,
A3081617,,,,,,,,,,,,,,
A3081634,,,,,,,,,,,,,,
A3081786,,,,,,,,,,,,,,
A3081887,,,,,,,,,,,,,,
A3082505,,,,,,,,,,,,,,
A3083414,,,,,,,,,,,,,,
A3083464,,,,,,,,,,,,,,
A3083565,,,,,,,,,,,,,,
A3084042,,,,,,,,,,,,,,
A3084488,,,,,,,,,,,,,,
